ndc,order_id,vendor_name,order_date,received_date,quantity_ordered,quantity_received,program_flag
37202-8299-35,OR000923,Phillips Group,2025-05-06,2025-05-04,278,191,340B
27358-8137-97,OR000924,Thompson-Wood,2025-05-03,2025-05-23,428,359,WAC
34024-9766-49,OR000925,"Mills, Andrews and Middleton",2025-05-10,2025-05-06,143,309,340B
66666-5481-64,OR000926,Collins-Butler,2025-05-10,2025-05-09,336,140,GPO
36688-3617-30,OR000927,"Watts, Phillips and Anderson",2025-05-11,2025-05-08,429,346,WAC
81497-4525-95,OR000928,Acosta PLC,2025-05-26,2025-05-06,192,142,GPO
33186-6346-96,OR000929,Roberson-Tucker,2025-05-26,2025-05-17,295,334,340B
66846-5233-34,OR000930,Reeves-Higgins,2025-05-27,2025-05-13,118,137,340B
64099-7896-32,OR000931,Mccann PLC,2025-05-22,2025-05-23,250,279,GPO
68701-7547-40,OR000932,Murray PLC,2025-05-27,2025-05-25,136,305,WAC
34363-8976-15,OR000933,Henderson Group,2025-05-28,2025-05-15,205,297,GPO
29702-9239-34,OR000934,Mccoy-Heath,2025-05-01,2025-05-07,375,120,GPO
66803-9939-85,OR000935,Lozano LLC,2025-05-11,2025-05-05,469,317,WAC
23780-9977-86,OR000936,Fuller-Nielsen,2025-05-08,2025-05-26,261,258,340B
88131-6543-45,OR000937,Burgess-Weaver,2025-05-23,2025-05-04,275,436,WAC
41481-8294-59,OR000938,Johnson Group,2025-05-24,2025-05-20,484,300,340B
73716-6575-66,OR000939,Lee Inc,2025-05-16,2025-05-19,360,202,GPO
81708-5193-65,OR000940,"Kent, Anderson and Spencer",2025-05-14,2025-05-01,117,133,WAC
57234-4373-41,OR000941,"Waller, Olson and Williams",2025-05-02,2025-05-12,349,294,340B
98668-3370-33,OR000942,"Mccarthy, Mcpherson and Bennett",2025-05-25,2025-05-19,233,435,WAC
81269-1007-26,OR000943,"Brown, Bradley and Griffin",2025-05-17,2025-05-15,351,143,GPO
34977-3411-28,OR000944,Tapia and Sons,2025-05-09,2025-05-25,340,306,WAC
10137-5123-57,OR000945,Meyer-Burgess,2025-05-01,2025-05-27,426,294,340B
46773-1035-12,OR000946,"Rhodes, Parker and Robinson",2025-05-03,2025-05-21,488,223,340B
66613-9347-17,OR000947,Hess-Caldwell,2025-05-25,2025-05-08,241,358,GPO
44853-3901-77,OR000948,"Scott, Scott and Mejia",2025-05-06,2025-05-06,314,131,340B
37294-7548-71,OR000949,"Terry, Mccoy and Davies",2025-05-13,2025-05-07,117,96,WAC
14773-3154-79,OR000950,"Dorsey, Franco and Rivera",2025-05-19,2025-05-01,270,488,WAC
58934-7704-99,OR000951,Merritt Inc,2025-05-15,2025-05-06,138,415,GPO
32505-8392-42,OR000952,Morgan-Maxwell,2025-05-24,2025-05-14,231,236,340B
83710-2812-95,OR000953,Wilson-Webster,2025-05-21,2025-05-13,239,236,WAC
52741-1637-76,OR000954,White Group,2025-05-12,2025-05-11,276,434,GPO
72399-7465-87,OR000955,"Gonzalez, Davis and Bauer",2025-05-04,2025-05-11,384,299,WAC
93725-6530-48,OR000956,"Huang, Strickland and Gordon",2025-05-10,2025-05-15,116,331,GPO
15670-1230-15,OR000957,Martin-Schultz,2025-05-24,2025-05-25,376,217,WAC
83993-2627-64,OR000958,Nguyen PLC,2025-05-11,2025-05-09,107,263,GPO
10655-7096-61,OR000959,"Harrison, Baxter and Brown",2025-05-26,2025-05-10,229,140,GPO
93422-3249-31,OR000960,Davis-Wallace,2025-05-08,2025-05-05,104,357,WAC
83719-1303-14,OR000961,Webb-Franklin,2025-05-02,2025-05-01,149,347,340B
55806-8469-13,OR000962,"Avery, Fitzgerald and Buchanan",2025-05-10,2025-05-05,115,308,GPO
90119-4863-39,OR000963,Wyatt and Sons,2025-05-15,2025-05-05,359,157,340B
80603-6250-97,OR000964,Wilson LLC,2025-05-12,2025-05-17,213,256,GPO
33518-3568-24,OR000965,Smith PLC,2025-05-11,2025-05-04,303,138,340B
19626-4924-78,OR000966,Preston Ltd,2025-05-03,2025-05-05,476,401,GPO
88047-8782-37,OR000967,Roberts LLC,2025-05-24,2025-05-14,212,404,GPO
15670-1230-15,OR000968,"Miranda, Huffman and Riggs",2025-05-26,2025-05-21,186,163,GPO
74737-1976-92,OR000969,"Holloway, White and Woods",2025-05-28,2025-05-14,379,306,WAC
52952-5612-11,OR000970,Bradley-Marshall,2025-05-07,2025-05-12,220,240,GPO
79575-4630-40,OR000971,Rivera PLC,2025-05-11,2025-05-26,437,433,GPO
19461-5386-55,OR000972,"Bruce, Clark and Rodriguez",2025-05-15,2025-05-08,364,221,WAC
23205-9794-89,OR000973,Kirk Inc,2025-05-27,2025-05-04,471,175,340B
78103-1224-15,OR000974,Jones LLC,2025-05-27,2025-05-08,203,133,WAC
68701-7547-40,OR000975,"Rosales, Lewis and Roberson",2025-05-16,2025-05-27,483,133,WAC
55108-6274-31,OR000976,Stephens Group,2025-05-28,2025-05-21,184,441,340B
31230-2949-74,OR000977,"Thompson, Hanson and Thompson",2025-05-25,2025-05-02,415,320,340B
66876-9431-30,OR000978,"Ponce, Parker and Wilson",2025-05-16,2025-05-11,107,424,WAC
38256-8901-57,OR000979,"Levy, Martinez and White",2025-05-22,2025-05-28,119,484,GPO
81269-1007-26,OR000980,"Garrison, Roman and Durham",2025-05-26,2025-05-15,128,456,340B
96466-1897-26,OR000981,Fuller-Hanson,2025-05-02,2025-05-27,377,229,WAC
75352-2549-30,OR000982,King Group,2025-05-03,2025-05-27,286,470,WAC
38846-7713-11,OR000983,Roy-Bell,2025-05-11,2025-05-08,179,331,WAC
80029-1765-73,OR000984,"Dudley, Bates and Horton",2025-05-28,2025-05-04,388,334,WAC
52741-1637-76,OR000985,Price Inc,2025-05-20,2025-05-15,336,319,340B
92767-8575-81,OR000986,"Oneal, Weber and Davis",2025-05-15,2025-05-04,150,329,GPO
66846-5233-34,OR000987,"Wallace, Cervantes and Diaz",2025-05-17,2025-05-28,330,175,WAC
21680-8960-18,OR000988,Evans-Nixon,2025-05-13,2025-05-22,454,150,GPO
98354-6103-25,OR000989,"Richard, Dean and Alexander",2025-05-01,2025-05-26,113,431,WAC
13759-2236-43,OR000990,Butler and Sons,2025-05-09,2025-05-25,273,256,GPO
91786-4267-65,OR000991,"Johnson, Hayes and Garner",2025-05-07,2025-05-28,154,469,340B
50397-6873-30,OR000992,Stout-Mann,2025-05-25,2025-05-10,189,133,GPO
32618-2993-36,OR000993,"Horton, Williams and Burke",2025-05-18,2025-05-01,136,310,GPO
55693-7673-85,OR000994,"Mckinney, Taylor and Schmidt",2025-05-01,2025-05-02,157,493,GPO
49964-1164-90,OR000995,"Warren, Taylor and Rowe",2025-05-02,2025-05-24,409,192,WAC
16845-5751-21,OR000996,Marshall PLC,2025-05-19,2025-05-04,314,311,GPO
32989-1329-16,OR000997,Boyd-Williams,2025-05-16,2025-05-09,483,333,GPO
48976-6024-32,OR000998,Wood-Smith,2025-05-27,2025-05-28,377,373,340B
65759-3667-72,OR000999,"Arroyo, Price and Johnson",2025-05-08,2025-05-12,245,248,WAC
73521-4609-17,OR001000,"Fitzgerald, Jones and Todd",2025-05-20,2025-05-07,103,495,WAC
15893-8006-79,OR001001,"Dunn, Lopez and Curry",2025-05-19,2025-05-02,173,204,GPO
92876-3355-74,OR001002,"Drake, Patterson and Lawson",2025-05-01,2025-05-13,328,118,WAC
39385-7723-49,OR001003,Clark-Benton,2025-05-11,2025-05-05,492,197,340B
22840-5947-97,OR001004,Marshall Group,2025-05-07,2025-05-06,207,448,340B
26627-3578-61,OR001005,"Lewis, Barker and Johns",2025-05-15,2025-05-16,356,359,340B
38846-7713-11,OR001006,Boyer-Orr,2025-05-25,2025-05-18,187,381,WAC
48784-6895-79,OR001007,"Atkinson, Curtis and Williams",2025-05-22,2025-05-10,264,438,GPO
13258-1543-89,OR001008,Golden-Mills,2025-05-05,2025-05-22,399,280,340B
41481-8294-59,OR001009,"Turner, Reeves and Sanchez",2025-05-24,2025-05-26,192,410,340B
95765-1814-66,OR001010,"Sanchez, Powell and Mccoy",2025-05-01,2025-05-26,234,255,340B
70525-5966-16,OR001011,"Mcdaniel, Parker and Rhodes",2025-05-01,2025-05-23,182,232,GPO
39464-6500-89,OR001012,Flowers Ltd,2025-05-05,2025-05-15,166,280,GPO
32960-5630-32,OR001013,Hall-Price,2025-05-07,2025-05-09,310,138,340B
42263-7126-25,OR001014,"Myers, Cruz and Torres",2025-05-13,2025-05-12,485,96,GPO
89614-6123-24,OR001015,"Gonzalez, Wade and Fritz",2025-05-11,2025-05-28,457,173,340B
60089-4229-70,OR001016,Cooper PLC,2025-05-16,2025-05-06,489,85,340B
88047-8782-37,OR001017,"Jackson, Stephens and Jacobs",2025-05-02,2025-05-09,273,196,WAC
73604-7811-86,OR001018,Moss-Matthews,2025-05-25,2025-05-19,256,330,WAC
67671-2432-86,OR001019,"Crosby, Meyers and Lambert",2025-05-07,2025-05-15,312,319,340B
20039-1148-59,OR001020,"Johnson, Barton and Lewis",2025-05-12,2025-05-27,497,344,GPO
78613-2121-58,OR001021,Thomas-Arias,2025-05-14,2025-05-02,302,327,WAC
97637-3166-19,OR001022,Johns and Sons,2025-05-14,2025-05-14,357,469,GPO
54289-7762-61,OR001023,"Robinson, Sharp and Smith",2025-05-27,2025-05-06,170,151,340B
27358-8137-97,OR001024,Rodriguez-Thompson,2025-05-15,2025-05-01,397,377,340B
47458-4914-59,OR001025,Estrada Ltd,2025-05-23,2025-05-11,257,392,GPO
54289-7762-61,OR001026,Cook and Sons,2025-05-22,2025-05-22,496,369,WAC
94992-2141-61,OR001027,"Yates, Guerrero and Love",2025-05-07,2025-05-01,225,495,340B
82564-8170-60,OR001028,Spence-Parrish,2025-05-01,2025-05-13,433,209,WAC
99857-8207-88,OR001029,Nguyen-Gill,2025-05-16,2025-05-02,427,113,GPO
37792-6888-33,OR001030,Holmes LLC,2025-05-27,2025-05-10,431,319,WAC
23713-4516-97,OR001031,"Ballard, Webb and Hamilton",2025-05-20,2025-05-13,108,202,WAC
30084-2992-30,OR001032,Smith-Morton,2025-05-11,2025-05-26,105,456,WAC
72747-4322-71,OR001033,Perkins Ltd,2025-05-05,2025-05-08,412,272,WAC
73988-7647-45,OR001034,"Flores, Sexton and Moore",2025-05-23,2025-05-10,242,427,340B
28458-5420-76,OR001035,Matthews-Lopez,2025-05-19,2025-05-15,319,99,GPO
91721-8491-39,OR001036,Edwards-Torres,2025-05-19,2025-05-27,388,397,340B
87172-9661-23,OR001037,Avery PLC,2025-05-12,2025-05-13,383,456,GPO
43848-2571-47,OR001038,Shields-Schmitt,2025-05-01,2025-05-10,202,388,WAC
70312-8718-29,OR001039,Vazquez PLC,2025-05-10,2025-05-10,117,225,WAC
66803-9939-85,OR001040,Marsh-Levine,2025-05-11,2025-05-05,480,482,WAC
30706-5961-36,OR001041,Kelley and Sons,2025-05-27,2025-05-08,391,477,WAC
91915-2087-53,OR001042,Bailey PLC,2025-05-01,2025-05-15,103,238,340B
12891-2797-84,OR001043,Gomez LLC,2025-05-22,2025-05-20,279,111,340B
76978-1189-83,OR001044,"Medina, Valentine and Cox",2025-05-27,2025-05-19,194,494,GPO
93422-3249-31,OR001045,Gordon LLC,2025-05-18,2025-05-14,498,467,WAC
77363-3813-39,OR001046,Mckinney Inc,2025-05-28,2025-05-18,100,256,GPO
19525-7410-63,OR001047,Owens-Smith,2025-05-13,2025-05-22,105,380,340B
28188-2282-53,OR001048,Young Inc,2025-05-26,2025-05-23,493,162,WAC
53021-4531-95,OR001049,"Thompson, Wyatt and Maldonado",2025-05-24,2025-05-01,295,224,WAC
31085-8218-84,OR001050,Woods-Kennedy,2025-05-07,2025-05-20,358,448,WAC
34245-7886-71,OR001051,"Lawson, Galvan and Mitchell",2025-05-27,2025-05-24,149,251,WAC
22180-1129-36,OR001052,Taylor Group,2025-05-04,2025-05-20,215,387,GPO
34334-3755-44,OR001053,Savage Group,2025-05-23,2025-05-26,239,295,GPO
60885-8402-20,OR001054,"Bennett, Douglas and Gomez",2025-05-01,2025-05-12,384,309,340B
38664-3629-19,OR001055,Quinn-Brennan,2025-05-13,2025-05-08,104,399,WAC
37792-6888-33,OR001056,Baldwin-Woods,2025-05-21,2025-05-01,339,436,WAC
68410-3439-86,OR001057,"Key, Bell and Wagner",2025-05-02,2025-05-05,246,462,WAC
85940-9746-96,OR001058,"Owen, Matthews and Watkins",2025-05-21,2025-05-18,185,385,WAC
45206-4286-61,OR001059,Martinez Group,2025-05-08,2025-05-26,427,158,GPO
10137-5123-57,OR001060,Moore-Campbell,2025-05-12,2025-05-07,148,241,GPO
85575-7702-70,OR001061,Arias Inc,2025-05-07,2025-05-08,448,495,GPO
26314-6281-52,OR001062,Herrera LLC,2025-05-21,2025-05-17,163,363,340B
70333-5851-42,OR001063,"Griffin, Knight and Mcintosh",2025-05-22,2025-05-15,103,492,WAC
75859-5946-44,OR001064,Vasquez Inc,2025-05-28,2025-05-27,387,148,GPO
79180-8152-49,OR001065,"Case, Watts and Allen",2025-05-20,2025-05-23,148,208,WAC
86356-5470-95,OR001066,Foster-Colon,2025-05-10,2025-05-16,264,123,GPO
53880-5746-53,OR001067,"Cervantes, Larson and Brewer",2025-05-20,2025-05-03,496,468,GPO
65193-7597-63,OR001068,"Marquez, Harrington and Rogers",2025-05-24,2025-05-17,385,265,340B
28927-7768-41,OR001069,Hampton PLC,2025-05-21,2025-05-10,500,468,GPO
93725-7637-10,OR001070,"Moreno, Figueroa and Johnson",2025-05-27,2025-05-06,136,224,WAC
27773-5316-18,OR001071,Gray-Alexander,2025-05-19,2025-05-22,260,87,GPO
95919-2035-25,OR001072,Gibbs Inc,2025-05-19,2025-05-09,415,227,WAC
65987-6303-38,OR001073,Dennis-Perez,2025-05-23,2025-05-06,303,446,GPO
94585-7194-28,OR001074,"Wallace, Cochran and Hayes",2025-05-07,2025-05-15,457,119,WAC
94852-9945-59,OR001075,"Dunlap, Bowen and Smith",2025-05-28,2025-05-09,447,357,340B
25199-7802-50,OR001076,Watson LLC,2025-05-19,2025-05-05,359,288,GPO
46802-8333-96,OR001077,Jimenez PLC,2025-05-04,2025-05-06,371,147,GPO
25913-3240-37,OR001078,Johnson-Gonzalez,2025-05-06,2025-05-09,370,288,WAC
35528-3716-57,OR001079,Wood Inc,2025-05-08,2025-05-14,188,103,WAC
18520-9105-96,OR001080,"Hart, Cortez and Reed",2025-05-19,2025-05-01,178,364,GPO
52252-4529-52,OR001081,Rice PLC,2025-05-07,2025-05-12,427,407,340B
46408-6119-55,OR001082,Williams-Scott,2025-05-22,2025-05-14,371,387,340B
79833-2829-70,OR001083,"Martin, Moore and Wallace",2025-05-19,2025-05-24,362,297,WAC
83206-6745-16,OR001084,Patel-Sloan,2025-05-27,2025-05-20,319,95,WAC
94992-2141-61,OR001085,"Bell, Wallace and Martin",2025-05-17,2025-05-07,371,488,340B
19672-2109-31,OR001086,Cain-Key,2025-05-19,2025-05-10,330,399,WAC
48253-6387-61,OR001087,Smith and Sons,2025-05-23,2025-05-27,338,308,WAC
56950-1684-99,OR001088,Parker-Fuller,2025-05-03,2025-05-27,129,365,WAC
93612-4597-72,OR001089,Hernandez Inc,2025-05-17,2025-05-15,221,383,GPO
15893-8006-79,OR001090,"Rios, Mckenzie and Barnes",2025-05-04,2025-05-05,305,278,WAC
51803-1585-43,OR001091,"Le, Taylor and Perez",2025-05-05,2025-05-19,332,103,340B
83606-6576-94,OR001092,"Wilson, Murray and Scott",2025-05-17,2025-05-26,187,492,WAC
26803-2029-19,OR001093,Poole and Sons,2025-05-22,2025-05-02,122,239,GPO
75352-2549-30,OR001094,"Kirby, Greene and Perez",2025-05-23,2025-05-04,484,281,WAC
48277-1347-90,OR001095,Roach LLC,2025-05-05,2025-05-08,489,198,GPO
55336-7003-35,OR001096,Wright Inc,2025-05-07,2025-05-25,153,340,GPO
12846-1701-99,OR001097,"Conner, Norman and Martin",2025-05-22,2025-05-10,478,210,WAC
89328-5616-94,OR001098,Adams Group,2025-05-28,2025-05-16,142,401,GPO
86134-8890-39,OR001099,"Marsh, Campbell and Miller",2025-05-03,2025-05-17,240,421,GPO
47273-5439-41,OR001100,"Fox, Hughes and Hill",2025-05-19,2025-05-26,177,297,WAC
73988-7647-45,OR001101,Garcia Ltd,2025-05-15,2025-05-04,223,222,340B
73162-2439-31,OR001102,Yates-Eaton,2025-05-07,2025-05-24,331,394,340B
38846-7713-11,OR001103,Williams PLC,2025-05-06,2025-05-07,292,496,340B
23280-2244-40,OR001104,Reynolds-Wright,2025-05-26,2025-05-25,234,495,340B
51160-2130-78,OR001105,Hall LLC,2025-05-11,2025-05-11,373,354,340B
90071-7095-67,OR001106,"Rogers, Gonzalez and Bowers",2025-05-24,2025-05-24,233,436,WAC
28927-7768-41,OR001107,Mcclure-Jones,2025-05-10,2025-05-01,370,491,GPO
86723-1298-92,OR001108,Hoffman Group,2025-05-03,2025-05-11,380,119,WAC
46408-6119-55,OR001109,Williams-Mcfarland,2025-05-15,2025-05-27,234,171,WAC
50159-2276-84,OR001110,Burton-Odonnell,2025-05-14,2025-05-28,178,93,GPO
47181-8731-41,OR001111,"Gates, Osborne and Turner",2025-05-05,2025-05-01,169,222,340B
84723-2258-45,OR001112,Howell-Weiss,2025-05-01,2025-05-04,216,408,340B
91786-4267-65,OR001113,Sanders LLC,2025-05-11,2025-05-27,102,168,GPO
46408-6119-55,OR001114,Ford Ltd,2025-05-19,2025-05-12,418,321,340B
17142-7235-58,OR001115,Sawyer LLC,2025-05-28,2025-05-03,253,133,GPO
97999-4436-64,OR001116,"Hernandez, Werner and Harris",2025-05-25,2025-05-09,424,472,WAC
14773-3154-79,OR001117,"Cortez, Smith and Clark",2025-05-19,2025-05-05,238,188,WAC
31394-7867-97,OR001118,Walsh Ltd,2025-05-26,2025-05-04,281,194,WAC
55693-7673-85,OR001119,Mitchell LLC,2025-05-01,2025-05-16,414,296,GPO
31179-7457-81,OR001120,"Wells, Pearson and Yang",2025-05-10,2025-05-13,459,231,GPO
10137-5123-57,OR001121,Mitchell-Lee,2025-05-19,2025-05-21,311,439,GPO
41083-1284-27,OR001122,"Moody, Mejia and Fuller",2025-05-18,2025-05-08,495,372,340B
74737-1976-92,OR001123,Tran Group,2025-05-08,2025-05-08,123,368,WAC
87362-1261-65,OR001124,"Hartman, Conway and Guerrero",2025-05-09,2025-05-18,259,415,340B
94007-9586-68,OR001125,Figueroa-Walker,2025-05-20,2025-05-20,383,213,340B
35528-3716-57,OR001126,"Woods, Hayes and Hudson",2025-05-04,2025-05-16,204,149,WAC
94585-7194-28,OR001127,Wilson PLC,2025-05-06,2025-05-17,348,436,340B
80938-2021-68,OR001128,"Levy, Sanders and Pena",2025-05-14,2025-05-07,294,142,WAC
16541-9626-36,OR001129,"Craig, Luna and Cherry",2025-05-03,2025-05-11,380,209,GPO
59050-5275-94,OR001130,"Osborne, David and Martinez",2025-05-10,2025-05-16,409,224,WAC
29909-7228-16,OR001131,Gibbs Group,2025-05-11,2025-05-14,470,124,GPO
59322-3085-87,OR001132,King Ltd,2025-05-01,2025-05-16,293,340,WAC
56659-5899-78,OR001133,Haley-Olson,2025-05-21,2025-05-27,172,83,GPO
89075-3395-46,OR001134,"Carey, Gray and Edwards",2025-05-18,2025-05-05,410,382,WAC
74339-5473-28,OR001135,Lowe Group,2025-05-20,2025-05-26,499,306,340B
75859-5946-44,OR001136,Robles Ltd,2025-05-12,2025-05-16,253,132,WAC
32618-2993-36,OR001137,"Finley, Allen and Pennington",2025-05-25,2025-05-04,428,341,WAC
95765-1814-66,OR001138,"Prince, Palmer and Velasquez",2025-05-23,2025-05-01,438,397,WAC
55363-6157-15,OR001139,"Martinez, Brooks and Harrison",2025-05-11,2025-05-12,314,388,GPO
98668-3370-33,OR001140,"Curry, Smith and Johnson",2025-05-01,2025-05-13,122,122,GPO
83194-2700-52,OR001141,"Huffman, Campbell and Lee",2025-05-19,2025-05-18,414,162,WAC
66803-9939-85,OR001142,Lopez-Santana,2025-05-11,2025-05-26,102,472,340B
86356-5470-95,OR001143,"Gilmore, James and Sexton",2025-05-13,2025-05-20,355,368,GPO
50217-6704-57,OR001144,Collins-Diaz,2025-05-22,2025-05-05,298,195,340B
80603-6250-97,OR001145,"Garza, Morgan and Patel",2025-05-06,2025-05-04,493,170,340B
76067-5099-76,OR001146,"Soto, White and Scott",2025-05-01,2025-05-13,123,234,WAC
59997-6478-98,OR001147,"Callahan, Schultz and Hines",2025-05-04,2025-05-19,430,91,340B
18556-7178-41,OR001148,"Rodriguez, Hull and Golden",2025-05-13,2025-05-23,418,495,340B
72747-4322-71,OR001149,Newman Ltd,2025-05-21,2025-05-15,478,140,WAC
60885-8402-20,OR001150,Barajas-Russell,2025-05-11,2025-05-02,380,108,GPO
80029-1765-73,OR001151,"Patrick, Strickland and Crosby",2025-05-16,2025-05-21,177,181,WAC
69172-5094-19,OR001152,"Reynolds, Bryant and Whitehead",2025-05-24,2025-05-10,120,94,WAC
55363-6157-15,OR001153,Gonzales LLC,2025-05-23,2025-05-03,345,466,WAC
36308-6493-86,OR001154,"Patterson, Mosley and Herman",2025-05-07,2025-05-17,458,299,GPO
18486-6476-33,OR001155,Sherman-Sampson,2025-05-09,2025-05-11,233,350,GPO
87923-2829-53,OR001156,Everett and Sons,2025-05-23,2025-05-12,296,353,GPO
60885-8402-20,OR001157,"Brown, Logan and Page",2025-05-06,2025-05-20,394,136,GPO
19672-2109-31,OR001158,Mendoza-Johnson,2025-05-23,2025-05-28,366,229,WAC
85455-8230-73,OR001159,"Anderson, Li and Williams",2025-05-10,2025-05-15,132,447,GPO
85235-1789-99,OR001160,"Herrera, Fry and Mcconnell",2025-05-05,2025-05-28,468,426,WAC
97999-4436-64,OR001161,Davis-Yates,2025-05-25,2025-05-07,470,458,WAC
93725-6530-48,OR001162,"Robinson, Kim and Hawkins",2025-05-01,2025-05-18,289,470,340B
55336-7003-35,OR001163,"Paul, Mccormick and Gilbert",2025-05-16,2025-05-12,426,114,340B
94992-2141-61,OR001164,"Stewart, Thompson and Lozano",2025-05-22,2025-05-07,358,105,340B
19539-4717-45,OR001165,Smith PLC,2025-05-04,2025-05-16,410,349,WAC
31394-7867-97,OR001166,Lee LLC,2025-05-26,2025-05-17,201,161,GPO
19461-5386-55,OR001167,"Morgan, Lara and Gray",2025-05-12,2025-05-21,286,202,340B
70330-2704-36,OR001168,"Cole, Oneal and Smith",2025-05-15,2025-05-25,348,389,340B
77363-3813-39,OR001169,"Hopkins, Jackson and Paul",2025-05-16,2025-05-25,263,144,WAC
67671-2432-86,OR001170,"Flynn, Johnson and Martinez",2025-05-18,2025-05-19,333,462,340B
53426-1256-84,OR001171,Moses-Horn,2025-05-13,2025-05-07,199,231,WAC
37792-6888-33,OR001172,Burch-Olson,2025-05-25,2025-05-20,304,286,GPO
33646-6260-87,OR001173,Harrison-Zhang,2025-05-01,2025-05-20,499,314,WAC
96978-3976-40,OR001174,Mendez Inc,2025-05-01,2025-05-12,268,99,WAC
66666-5481-64,OR001175,Gordon-Smith,2025-05-05,2025-05-13,359,336,WAC
72980-6667-27,OR001176,Richards Ltd,2025-05-03,2025-05-27,206,126,GPO
10783-5396-38,OR001177,Morgan-Cox,2025-05-13,2025-05-18,117,432,WAC
35990-7665-11,OR001178,Johnson-Acosta,2025-05-01,2025-05-11,129,410,WAC
41324-7548-19,OR001179,Kelly-Riley,2025-05-07,2025-05-26,327,346,340B
54532-2869-86,OR001180,Smith Group,2025-05-03,2025-05-11,145,204,GPO
86986-6354-33,OR001181,"Cummings, Alvarez and Kerr",2025-05-17,2025-05-03,278,428,WAC
13759-2236-43,OR001182,Cantu-Bryant,2025-05-05,2025-05-04,472,133,GPO
75862-5818-37,OR001183,"Johnson, Dominguez and Caldwell",2025-05-17,2025-05-18,435,283,WAC
69335-6896-57,OR001184,"Mills, Lewis and Pope",2025-05-27,2025-05-23,428,388,WAC
28907-9325-49,OR001185,Booth Inc,2025-05-19,2025-05-18,353,274,GPO
26314-6281-52,OR001186,"Phelps, Payne and Jones",2025-05-04,2025-05-25,302,259,340B
66613-9347-17,OR001187,Gilmore and Sons,2025-05-21,2025-05-12,427,317,340B
68577-7765-20,OR001188,Graves Inc,2025-05-11,2025-05-21,429,387,GPO
97577-3243-81,OR001189,"Mann, Williams and Vasquez",2025-05-18,2025-05-01,233,482,340B
58934-7704-99,OR001190,"Hughes, Morgan and Jones",2025-05-10,2025-05-01,497,333,GPO
53088-9080-68,OR001191,Rush-Gardner,2025-05-09,2025-05-11,482,217,WAC
88047-8782-37,OR001192,Davis-Cooper,2025-05-27,2025-05-16,368,321,340B
62543-9556-12,OR001193,Beck PLC,2025-05-22,2025-05-27,490,450,GPO
23713-4516-97,OR001194,"Baker, Little and Hunt",2025-05-27,2025-05-01,216,458,GPO
49555-2506-22,OR001195,"Griffith, Smith and Edwards",2025-05-05,2025-05-11,436,174,WAC
49599-8804-37,OR001196,Christian and Sons,2025-05-22,2025-05-22,172,202,WAC
32533-7259-96,OR001197,Ferguson LLC,2025-05-05,2025-05-18,466,426,GPO
24830-9928-67,OR001198,Chung-Phillips,2025-05-03,2025-05-19,450,192,WAC
81517-4292-22,OR001199,"Stone, Moore and Hatfield",2025-05-07,2025-05-08,316,448,WAC
41324-7548-19,OR001200,"Church, Rogers and Williams",2025-05-17,2025-05-04,408,300,340B
86134-8890-39,OR001201,White-Ortiz,2025-05-02,2025-05-23,500,197,WAC
33125-9779-38,OR001202,"Macdonald, Romero and Young",2025-05-02,2025-05-05,469,201,340B
18831-5251-58,OR001203,Contreras-Hernandez,2025-05-20,2025-05-03,253,207,GPO
50231-2676-63,OR001204,"Mathis, Robles and Wang",2025-05-22,2025-05-21,500,253,340B
70330-2704-36,OR001205,Andrews and Sons,2025-05-24,2025-05-17,264,306,340B
31100-4368-95,OR001206,"Mcdaniel, Lynch and Davies",2025-05-15,2025-05-16,230,220,GPO
14773-3154-79,OR001207,Frazier-Phillips,2025-05-16,2025-05-18,304,311,GPO
24101-3041-63,OR001208,Molina-Norman,2025-05-09,2025-05-14,358,129,340B
55806-8469-13,OR001209,Jones-Acosta,2025-05-04,2025-05-08,374,416,WAC
32965-3980-43,OR001210,"Cook, Velasquez and Olson",2025-05-25,2025-05-22,477,274,WAC
83194-2700-52,OR001211,Fritz Group,2025-05-12,2025-05-05,387,266,340B
28155-4444-40,OR001212,Dunn-Foster,2025-05-03,2025-05-25,415,282,GPO
72849-5105-51,OR001213,Schwartz-Bowman,2025-05-24,2025-05-22,295,477,GPO
15670-1230-15,OR001214,Mathis LLC,2025-05-28,2025-05-28,252,483,GPO
43848-2571-47,OR001215,West-Rocha,2025-05-26,2025-05-15,407,283,WAC
80938-2021-68,OR001216,Wood Inc,2025-05-13,2025-05-18,114,222,WAC
28458-5420-76,OR001217,Sanders PLC,2025-05-19,2025-05-06,214,223,340B
43387-9862-13,OR001218,"Miller, Smith and Estrada",2025-05-05,2025-05-17,127,325,GPO
41324-7548-19,OR001219,Henry Inc,2025-05-02,2025-05-11,477,128,WAC
78103-1224-15,OR001220,Stewart Group,2025-05-22,2025-05-28,280,309,340B
64155-1565-83,OR001221,Rodriguez Ltd,2025-05-03,2025-05-19,106,335,340B
16535-8427-28,OR001222,"Rose, Kaiser and Vang",2025-05-14,2025-05-04,408,108,340B
70330-2704-36,OR001223,Cole-Friedman,2025-05-11,2025-05-23,211,389,WAC
95765-1814-66,OR001224,"Patel, Morris and Olsen",2025-05-24,2025-05-06,196,287,340B
36473-9049-88,OR001225,"Hooper, Rice and Joseph",2025-05-25,2025-05-18,495,490,GPO
89075-3395-46,OR001226,Williams LLC,2025-05-19,2025-05-18,347,405,340B
